league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
ENG-Premier League,2324,Liverpool,Stefan Bajcetic,ESP,MF,18,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,0,0,,6,4,66.7,0,1,3,3,100.0,10,7,70.0,44,101,0.0,10,0,0,0,1,7,0,0,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,2,3,60.0,0,0,0,0,3,1,4,1,4,0,0,9,0,0,0,24,46,0,9,0,0,,0,,0,0,4,0,12,8,12,0.8,26,0,,0,26,1,6,-2,-6.92,-8.17,3.0,0,2,-1.7,0.8,0.9,-0.2,-0.58,0,0,,0,0,2,1,0,0,0,0,0,2,1
ENG-Premier League,2324,Liverpool,Thiago Alcántara,ESP,MF,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,2,1,50.0,4,3,75.0,0,0,3,3,100.0,10,7,70.0,30,130,0.0,10,0,0,0,0,7,0,0,0,1,1,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,33,0,9,0,0,,0,,1,0,4,0,10,5,10,0.2,6,0,,0,6,1,0,-1,-15.0,-16.21,0.0,0,1,-1.73,0.0,0.0,0.0,-0.62,0,0,,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Liverpool,Trent Alexander-Arnold,ENG,DF,24,1998,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,23.9,0.4,0.7,0.05,24.4,5,0.06,0.38,3,0,0,47,1.96,8,17.0,0.33,202,4,18,-3.2,6.1,64,495,244,49.3,762,607,79.7,57,205,734,676,92.1,2062,1553,75.3,12434,30386,7.2,2062,10,52,0,23,1553,11,71,168,346,77,1705,32,22,198,7,0.29,0,0,3,4,0,0,126,5.27,2,0,33,80,6,5,22,20,2,87,60,27,31.0,48,5,31,2,26,11,39,26,70,48,7,1250,6,27,45,2724,5701,97,1492,52,28,53.8,21,40.4,582,34,523,75,2296,1217,2296,63.0,77,14,83,25,28,3,0,25,1.04,-0.38,2.0,53,28,-0.05,54.5,28.5,26.0,1.09,6,8,57.1,0,168,9,9,31,0,2,0,0,176,26
ENG-Premier League,2324,Liverpool,Virgil van Dijk,NED,DF,32,1991,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32,200,7,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,35.3,-0.8,-0.8,0.06,12.6,1,0.04,0.14,2,0,0,45,1.27,14,31.1,0.4,213,2,0,0.4,1.0,11,325,239,73.5,1412,1343,95.1,10,200,1092,1029,94.2,2887,2640,91.4,18943,49290,1.6,2887,0,0,0,6,2640,2,0,0,173,80,2712,21,0,13,4,0.11,0,0,0,4,0,0,59,1.67,0,0,0,54,5,0,47,13,34,14,2,12,85.7,144,0,39,3,24,13,40,23,79,19,0,1981,4,7,32,5235,9779,7,2263,5,2,40.0,2,40.0,146,78,1339,384,3235,1757,3235,92.9,88,35,88,36,,0,0,38,1.08,-1.52,2.11,78,40,0.01,82.1,43.1,39.1,1.11,32,140,81.4,0,0,13,23,39,0,1,0,0,170,23
ENG-Premier League,2324,Liverpool,Wataru Endo,JPN,MF,30,1993,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10,101,21,0.05,0.0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,19.1,0.5,0.5,0.05,22.0,0,0.1,0.33,1,0,0,10,0.52,3,30.0,0.16,109,0,2,-1.7,1.5,16,63,45,71.4,516,466,90.3,18,101,684,631,92.3,1315,1157,88.0,5048,17822,1.7,1315,0,0,0,19,1157,4,0,4,16,13,1295,1,5,2,3,0.16,0,0,0,3,0,0,54,2.82,3,2,0,43,4,2,24,22,2,61,41,20,32.8,31,3,20,6,11,31,48,28,68,21,2,890,22,27,10,1523,3465,21,1098,16,10,62.5,5,31.3,224,9,295,48,1514,1002,1514,50.4,59,11,79,20,15,9,4,26,1.36,0.35,2.21,42,16,0.19,45.5,22.5,22.9,1.2,27,31,53.4,0,4,25,50,20,0,0,0,0,108,28
ENG-Premier League,2324,Luton Town,Albert Sambi Lokonga,BEL,MF,23,1999,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29,72,13,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,14.5,0.4,0.4,0.08,20.9,0,0.13,0.5,1,0,0,8,0.55,2,25.0,0.14,68,3,1,1.6,0.8,9,76,55,72.4,285,253,88.8,6,72,348,319,91.7,766,669,87.3,3318,11099,1.4,766,1,1,0,3,669,5,2,13,67,28,694,11,5,8,3,0.21,0,0,0,3,0,0,27,1.86,1,3,0,22,1,0,23,10,13,24,7,17,70.8,14,0,11,3,14,12,29,18,40,19,2,528,11,12,29,1706,3026,13,597,22,11,50.0,7,31.8,170,11,223,54,899,513,899,38.1,77,8,80,16,19,1,0,-9,-0.62,0.4,0.76,22,31,0.95,20.2,25.2,-5.0,-0.35,9,15,62.5,0,13,27,18,11,0,0,0,0,64,18
ENG-Premier League,2324,Luton Town,Alfie Doughty,ENG,DF,23,1999,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,32.5,0.7,0.7,0.05,16.3,2,0.08,0.25,2,0,0,26,0.8,8,30.8,0.25,71,8,24,1.7,5.4,70,426,166,39.0,571,431,75.5,43,106,571,496,86.9,1686,1121,66.5,8325,20956,6.3,1686,66,80,5,60,1121,7,151,340,489,89,1190,9,0,249,16,0.49,0,0,5,8,2,1,115,3.54,0,1,47,57,6,4,51,42,9,82,45,37,45.1,43,4,31,16,29,18,63,40,94,52,28,897,13,51,94,2794,5522,164,968,67,33,49.3,24,35.8,818,76,541,102,1998,665,1998,85.5,79,18,84,34,22,3,0,-28,-0.86,0.05,0.7,46,74,0.5,38.1,66.1,-28.1,-0.86,12,23,65.7,0,340,9,31,31,0,13,0,0,185,40
ENG-Premier League,2324,Luton Town,Amari'i Bell,JAM,DF,29,1994,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,19.1,-0.3,-0.3,0.13,18.8,0,0.0,0.0,0,0,0,2,0.1,2,100.0,0.1,63,0,0,-0.5,0.4,8,108,44,40.7,315,270,85.7,8,76,372,324,87.1,835,645,77.2,4470,10680,0.5,835,0,0,0,23,645,4,0,13,48,15,783,3,2,29,3,0.16,0,0,0,3,0,0,25,1.31,1,2,0,22,0,0,33,18,15,35,13,22,62.9,60,1,25,1,30,19,50,33,75,25,1,584,5,18,32,2020,3640,10,607,27,10,37.0,15,55.6,117,5,480,101,1070,486,1070,50.3,82,18,82,21,,0,0,-11,-0.58,0.59,0.86,30,41,0.46,24.6,38.1,-13.5,-0.71,22,20,47.6,0,13,16,22,25,0,0,0,0,98,33
ENG-Premier League,2324,Luton Town,Andros Townsend,ENG,"MF,FW",32,1991,27,14,1210,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.3,2.5,47,35,71,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,13.4,-0.2,-0.2,0.06,23.7,2,0.05,0.14,1,0,0,20,1.49,7,35.0,0.52,23,3,12,1.7,1.8,18,74,32,43.2,147,111,75.5,16,35,173,148,85.5,432,304,70.4,1225,5162,1.3,432,7,0,0,22,304,2,8,74,28,4,402,10,1,7,6,0.45,0,0,0,4,1,1,36,2.68,0,1,5,24,3,3,12,12,0,27,14,13,48.1,10,0,5,8,11,2,21,13,26,31,7,347,26,35,47,1099,2425,71,366,34,16,47.1,14,41.2,280,21,89,21,582,223,582,35.4,45,1,67,14,21,13,3,-11,-0.82,0.08,0.78,16,27,-0.21,11.0,25.4,-14.4,-1.07,10,0,0.0,0,74,12,13,5,0,2,0,0,68,13
ENG-Premier League,2324,Luton Town,Carlton Morris,ENG,"FW,MF",27,1995,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,31.8,-0.4,-1.5,0.11,13.5,0,0.09,0.23,11,5,5,66,2.08,26,39.4,0.82,27,4,0,1.2,1.6,22,34,18,52.9,209,132,63.2,11,56,415,310,74.7,751,484,64.4,1199,6404,2.8,751,0,1,0,33,484,13,1,15,19,1,719,2,0,3,8,0.25,0,1,0,4,3,0,71,2.23,1,6,0,49,10,5,24,19,5,15,6,9,60.0,53,0,1,5,4,6,15,8,16,32,18,548,53,54,37,1152,2855,120,799,55,31,56.4,20,36.4,457,136,123,63,1066,501,1071,83.7,75,22,86,32,21,6,0,-32,-1.01,-0.84,0.68,40,72,-0.29,35.1,66.3,-31.3,-0.98,169,133,44.0,0,15,43,49,1,0,9,0,0,71,8
ENG-Premier League,2324,Luton Town,Cauley Woodrow,ENG,"FW,MF",28,1994,24,2,427,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,7,6,22,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,4.7,-0.4,-0.4,0.09,18.7,1,0.06,0.25,1,0,0,16,3.37,4,25.0,0.84,5,1,4,-0.2,0.9,9,12,4,33.3,40,31,77.5,4,6,82,66,80.5,152,110,72.4,250,1530,1.2,152,0,2,0,7,110,1,3,10,6,0,145,0,0,2,2,0.42,0,0,0,2,0,0,17,3.57,0,1,0,13,2,1,7,6,1,16,7,9,56.3,14,0,1,4,8,4,16,10,17,7,1,117,8,9,7,204,527,22,157,3,2,66.7,1,33.3,99,21,42,18,223,85,223,12.5,18,0,62,2,14,22,8,-1,-0.21,0.75,0.63,10,11,0.18,7.8,11.5,-3.7,-0.78,16,10,38.5,0,10,4,8,1,0,2,0,0,21,10
ENG-Premier League,2324,Luton Town,Chiedozie Ogbene,IRL,"MF,DF",26,1997,30,20,1995,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,22.2,-0.2,-0.2,0.12,15.3,0,0.11,0.29,4,0,0,35,1.58,14,40.0,0.63,24,1,5,-2.1,3.5,25,57,22,38.6,234,175,74.8,18,53,409,365,89.2,790,589,74.6,2314,8171,3.1,790,0,0,0,47,589,2,0,79,91,5,697,2,0,80,9,0.41,0,4,0,1,2,2,79,3.56,0,9,2,51,5,12,14,11,3,22,10,12,54.5,34,2,7,0,10,7,17,10,24,74,45,650,21,59,127,3710,6070,150,660,121,61,50.4,44,36.4,512,88,201,47,1066,385,1066,58.3,67,14,87,20,27,10,0,-12,-0.54,0.78,0.73,35,47,0.63,30.5,45.5,-14.9,-0.67,23,28,54.9,0,79,50,8,7,0,8,0,2,125,10
ENG-Premier League,2324,Luton Town,Daiki Hashioka,JPN,DF,24,1999,10,6,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,3,21,16,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,6.6,-0.1,-0.1,0.05,18.1,0,0.0,,0,0,0,2,0.3,0,0.0,0.0,14,0,3,-0.7,0.3,3,34,16,47.1,126,107,84.9,4,21,108,101,93.5,282,227,80.5,1580,3875,0.7,282,0,0,0,7,227,0,0,9,18,1,264,2,0,17,0,0.0,0,0,0,0,0,0,8,1.21,0,0,0,8,0,0,12,5,7,11,6,5,45.5,20,0,8,1,6,4,11,5,19,3,0,184,6,8,3,303,799,16,206,2,1,50.0,1,50.0,55,2,165,51,355,137,355,17.4,60,3,77,6,33,4,3,-11,-1.66,-0.96,0.4,10,21,0.22,7.5,12.5,-5.0,-0.75,12,12,50.0,0,9,6,10,8,2,0,0,0,26,5
ENG-Premier League,2324,Luton Town,Elijah Adebayo,ENG,FW,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,15.8,4.1,4.1,0.19,9.6,0,0.32,0.71,10,0,0,31,1.97,14,45.2,0.89,9,0,0,-0.7,0.4,14,6,3,50.0,60,41,68.3,4,23,122,94,77.0,204,144,70.6,385,1847,0.7,204,0,0,0,5,144,1,0,5,1,0,202,0,1,1,5,0.32,0,0,0,2,3,0,31,1.97,0,2,0,19,5,5,13,11,2,12,11,1,8.3,25,0,6,3,1,0,4,1,10,15,13,265,34,62,16,425,1516,110,337,67,18,26.9,46,68.7,243,82,52,27,462,172,462,41.5,53,5,77,16,16,11,0,-6,-0.38,0.83,0.78,30,36,0.92,22.2,28.4,-6.3,-0.4,43,43,50.0,0,5,16,27,6,0,13,0,0,34,1
ENG-Premier League,2324,Luton Town,Fred Onyedinma,ENG,"DF,MF",26,1996,8,4,407,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,6,21,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,4.5,-0.2,-0.2,0.03,12.9,0,0.0,0.0,0,0,0,5,1.11,2,40.0,0.44,4,0,1,-0.1,0.1,2,7,2,28.6,61,42,68.9,2,6,58,45,77.6,135,91,67.4,352,1431,0.1,135,0,0,0,7,91,0,0,13,38,1,97,0,0,37,0,0.0,0,0,0,0,0,0,5,1.11,0,0,1,4,0,0,3,3,0,12,7,5,41.7,13,0,1,0,7,3,10,6,11,6,4,85,10,12,9,219,514,21,90,11,2,18.2,8,72.7,76,16,55,13,198,69,198,11.9,51,0,76,4,26,4,1,-8,-1.77,-1.02,0.5,6,14,-0.96,2.8,10.9,-8.1,-1.78,6,8,57.1,0,13,6,10,1,0,0,1,0,10,6
ENG-Premier League,2324,Luton Town,Gabriel Osho,NGA,DF,24,1998,21,21,1846,20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.1,0.0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,20.5,0.9,0.9,0.11,14.8,0,0.2,1.0,2,0,0,10,0.49,2,20.0,0.1,30,0,1,-0.1,0.2,2,87,41,47.1,384,342,89.1,3,37,222,195,87.8,706,580,82.2,4019,10931,0.1,706,0,0,0,3,580,1,0,3,8,8,697,1,0,0,3,0.15,0,0,0,3,0,0,8,0.39,0,0,0,7,0,1,37,17,20,27,11,16,59.3,92,0,31,1,21,19,41,22,72,9,1,461,10,12,10,1100,2186,4,482,12,7,58.3,5,41.7,60,20,535,179,968,384,968,54.0,88,19,88,21,,0,1,-16,-0.78,0.19,0.81,31,47,-0.13,23.1,43.6,-20.4,-1.0,36,36,50.0,0,3,14,23,31,0,1,0,0,103,22
ENG-Premier League,2324,Luton Town,Issa Kaboré,BFA,DF,22,2001,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0.0,0.1,0.1,0.0,0.1,0.01,0.11,0.12,0.01,0.12,19.2,-0.2,-0.2,0.04,15.8,0,0.0,0.0,0,0,0,6,0.31,1,16.7,0.05,30,2,13,-0.1,1.9,16,78,35,44.9,287,203,70.7,18,54,324,277,85.5,759,533,70.2,3289,8402,2.1,759,0,0,0,44,533,1,0,66,157,6,601,0,1,151,4,0.21,0,0,0,3,1,0,32,1.67,2,1,0,25,2,2,22,11,11,45,21,24,53.3,56,2,16,8,23,21,52,28,68,33,10,455,8,25,60,1558,3134,85,449,42,18,42.9,18,42.9,283,18,329,79,985,386,985,50.6,72,13,79,21,24,3,4,-16,-0.83,0.07,0.58,23,39,-0.07,18.2,36.8,-18.7,-0.97,18,17,48.6,0,66,30,27,16,1,2,0,0,102,28
ENG-Premier League,2324,Luton Town,Jacob Brown,SCO,"MF,FW",25,1998,19,12,1019,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0.0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,11.3,-0.8,-0.8,0.11,14.1,0,0.08,0.33,2,0,0,26,2.3,6,23.1,0.53,6,0,1,-0.7,0.4,8,24,6,25.0,56,35,62.5,3,19,127,91,71.7,247,136,55.1,626,1865,0.7,247,0,0,0,18,136,2,0,10,7,0,238,0,0,6,0,0.0,0,0,0,0,0,0,15,1.33,0,3,0,10,1,1,20,19,1,18,11,7,38.9,22,0,8,5,7,7,19,12,27,14,9,200,25,24,25,504,1112,53,237,25,6,24.0,16,64.0,181,50,103,30,427,152,427,29.8,54,4,73,12,21,7,2,-10,-0.88,-0.02,0.84,16,26,-0.6,11.1,26.4,-15.3,-1.36,54,43,44.3,0,10,19,19,8,0,6,0,0,56,12
ENG-Premier League,2324,Luton Town,James Shea,ENG,GK,32,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,6,3,50.0,3,3,100.0,0,0,0,0,,9,6,66.7,215,239,0.0,9,0,0,0,0,6,0,0,0,4,1,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,29,0,3,0,0,,0,,0,0,11,8,11,0,11,0.4,15,0,,0,15,1,13,0,0.0,0.87,0.0,0,0,0.34,0.3,0.4,-0.1,-0.6,0,0,,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Luton Town,Jordan Clark,ENG,MF,29,1993,23,14,1304,14.5,1,1,2,1,0,0,4,0,1.0,1.0,1.3,2.2,21,51,39,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,14.5,0.0,0.0,0.06,16.9,0,0.06,0.25,1,0,0,17,1.17,4,23.5,0.28,19,1,4,-0.3,1.2,12,63,33,52.4,173,136,78.6,18,51,231,180,77.9,513,369,71.9,1636,6108,1.3,513,0,0,0,18,369,2,0,23,36,13,475,6,1,5,1,0.07,0,0,0,1,0,0,29,2.0,0,1,0,23,3,2,24,21,3,39,28,11,28.2,15,1,11,5,14,11,30,17,41,20,7,385,21,25,21,1004,2122,39,439,42,12,28.6,24,57.1,234,42,130,36,694,339,694,38.1,57,4,78,14,24,9,4,-19,-1.31,-0.72,0.57,22,41,0.13,18.0,30.4,-12.4,-0.86,15,18,54.5,0,23,26,14,11,0,5,0,0,59,17
ENG-Premier League,2324,Luton Town,Joseph Johnson,ENG,DF,17,2006,2,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,9,5,55.6,17,16,94.1,0,2,9,9,100.0,36,30,83.3,228,646,0.0,36,0,0,0,0,30,1,0,0,2,1,33,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,9,75,1,26,0,0,,0,,2,0,18,4,36,16,36,2.3,39,0,,0,39,2,17,-3,-3.51,-2.7,0.0,2,5,0.58,1.5,1.8,-0.3,-0.37,1,0,0.0,0,0,0,1,0,0,0,0,0,3,0
ENG-Premier League,2324,Luton Town,Luke Berry,ENG,"MF,DF",31,1992,17,2,323,3.6,2,1,3,2,0,0,1,0,1.0,1.0,0.3,1.3,1,8,7,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,3.6,1.0,1.0,0.13,10.9,0,0.25,0.5,2,0,0,8,2.23,4,50.0,1.11,5,1,0,0.7,0.1,2,15,6,40.0,32,18,56.3,0,8,45,38,84.4,99,64,64.6,310,984,0.3,99,5,1,0,3,64,0,6,8,16,4,83,0,0,2,1,0.28,0,0,0,0,0,1,6,1.67,0,0,1,2,2,1,6,5,1,3,1,2,66.7,3,0,0,1,2,4,7,2,7,2,0,56,4,5,1,30,140,7,70,3,2,66.7,0,0.0,46,13,28,5,143,70,143,9.4,19,0,69,2,12,15,16,0,0.0,0.96,0.59,8,8,-0.69,4.2,9.8,-5.6,-1.56,7,7,50.0,0,8,7,6,0,0,0,0,0,8,2
ENG-Premier League,2324,Luton Town,Mads Juel Andersen,DEN,DF,25,1997,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,7,1,0.23,0.0,0.23,0.23,0.23,0.06,0.0,0.06,0.06,0.06,4.4,0.7,0.7,0.09,9.2,0,0.33,1.0,1,0,0,3,0.68,1,33.3,0.23,7,0,0,0.0,0.0,0,19,9,47.4,48,37,77.1,0,7,47,41,87.2,117,87,74.4,766,1570,0.0,117,0,0,0,1,87,0,0,0,2,0,115,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,3,6,4,0,4,100.0,29,0,8,0,4,2,6,5,14,0,0,58,0,6,0,112,301,1,64,1,0,0.0,1,100.0,7,4,118,56,182,57,182,11.7,50,2,78,4,22,4,4,-4,-0.9,-0.04,1.13,2,6,0.08,3.5,7.3,-3.8,-0.86,5,11,68.8,0,0,2,6,8,0,0,0,0,25,5
ENG-Premier League,2324,Luton Town,Marvelous Nakamba,ZIM,MF,29,1994,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1,36,5,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,12.6,-0.2,-0.2,0.04,23.6,0,0.0,,0,0,0,5,0.4,0,0.0,0.0,27,0,1,-0.4,0.5,7,42,27,64.3,143,126,88.1,2,36,203,184,90.6,423,356,84.2,1605,5622,0.4,423,0,0,0,10,356,1,0,4,18,14,404,5,0,3,0,0.0,0,0,0,0,0,0,13,1.03,0,0,0,13,0,0,23,17,6,42,18,24,57.1,11,1,11,2,24,14,40,24,51,8,0,224,4,10,1,344,1064,5,251,10,3,30.0,5,50.0,101,3,133,30,546,320,546,33.0,87,10,87,13,,0,0,-14,-1.12,-0.37,0.46,10,24,-0.13,12.8,25.7,-12.9,-1.02,7,4,36.4,0,4,9,24,11,0,0,0,0,90,24
ENG-Premier League,2324,Luton Town,Pelly Ruddock Mpanzu,COD,MF,30,1993,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10,34,15,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,12.2,-0.6,-0.6,0.06,19.7,0,0.0,0.0,0,0,0,11,0.9,1,9.1,0.08,17,0,2,-0.4,1.4,6,36,16,44.4,143,110,76.9,13,34,141,123,87.2,364,268,73.6,1102,4413,0.4,364,0,0,0,13,268,2,2,11,24,7,338,7,0,8,0,0.0,0,0,0,0,0,0,19,1.55,1,2,1,12,1,2,15,8,7,9,4,5,55.6,16,3,9,1,6,6,13,5,22,7,5,235,16,12,10,378,961,15,270,16,9,56.3,6,37.5,130,15,114,30,481,240,481,32.2,41,3,74,11,18,16,11,-16,-1.31,-0.65,0.7,13,29,-0.79,11.0,28.9,-17.9,-1.47,19,12,38.7,0,11,14,9,9,0,0,0,0,54,5
ENG-Premier League,2324,Luton Town,Reece Burke,ENG,DF,26,1996,22,20,1660,18.4,0,4,4,0,0,0,5,0,1.3,1.3,1.4,2.7,11,67,14,0.0,0.22,0.22,0.0,0.22,0.07,0.07,0.15,0.07,0.15,18.4,-1.3,-1.3,0.12,14.3,0,0.0,0.0,0,0,0,13,0.7,3,23.1,0.16,58,4,3,2.6,0.9,13,120,57,47.5,325,280,86.2,9,67,247,200,81.0,719,547,76.1,4169,10396,1.4,719,0,0,0,15,547,1,0,13,29,9,689,2,0,20,4,0.22,0,0,0,3,1,0,21,1.14,0,0,1,15,5,0,25,7,18,26,14,12,46.2,78,1,18,6,17,14,37,23,55,8,0,455,5,18,11,1210,2080,14,508,8,4,50.0,2,25.0,117,20,378,98,929,440,929,48.5,75,12,79,20,41,2,3,-13,-0.7,0.32,0.68,24,37,0.26,21.8,36.5,-14.8,-0.8,32,46,59.0,0,13,12,20,18,0,1,1,0,62,23
